H,20060502,1130,PT,ASM
O,52008798,,,
I,42600AD08100,42600AD08100,418,EA
O,52008798,,,
I,42600AD12100,42600AD12100,68,EA
O,52008798,,,
I,42600AD14100,42600AD14100,123,EA
O,52008798,,,
I,42600AD16100,42600AD16100,108,EA
O,52008803,,,
I,42600AD08100,42600AD08100,434,EA
O,52008803,,,
I,42600AD12100,42600AD12100,86,EA
O,52008803,,,
I,42600AD14100,42600AD14100,99,EA
O,52008803,,,
I,42600AD16100,42600AD16100,125,EA
O,52008804,,,
I,42600AD09100,42600AD09100,940,EA
O,52008804,,,
I,42600AD11100,42600AD11100,780,EA
O,52008804,,,
I,42600AD13100,42600AD13100,352,EA
O,52008804,,,
I,42600AD15100,42600AD15100,396,EA
O,52008804,,,
I,42600AD17100,42600AD17100,508,EA
