H,20060913,1130,PT,ASM
O,52010104,,,
I,42600AD09300,42600AD09300,466,EA
O,52010104,,,
I,42600AD11400,42600AD11400,208,EA
O,52010104,,,
I,42600AD13300,42600AD13300,214,EA
O,52010104,,,
I,42600AD15300,42600AD15300,324,EA
O,52010104,,,
I,42600AD17300,42600AD17300,162,EA
O,52010104,,,
I,4.267E+11,4.267E+11,466,EA
O,52010104,,,
I,4.267E+11,4.267E+11,208,EA
O,52010104,,,
I,4.267E+11,4.267E+11,214,EA
O,52010104,,,
I,4.267E+11,4.267E+11,324,EA
O,52010104,,,
I,4.267E+11,4.267E+11,162,EA
O,52010105,,,
I,42600AD08400,42600AD08400,338,EA
O,52010105,,,
I,42600AD12300,42600AD12300,107,EA
O,52010105,,,
I,42600AD14300,42600AD14300,161,EA
O,52010105,,,
I,42600AD16300,42600AD16300,81,EA
