H,20060228,1130,PT,ASM
O,52008053,,,
I,42600AD08100,42600AD08100,331,EA
O,52008053,,,
I,42600AD12100,42600AD12100,86,EA
O,52008053,,,
I,42600AD14100,42600AD14100,96,EA
O,52008053,,,
I,42600AD16100,42600AD16100,71,EA
O,52008054,,,
I,42600AD09100,42600AD09100,820,EA
O,52008054,,,
I,42600AD11100,42600AD11100,492,EA
O,52008054,,,
I,42600AD13100,42600AD13100,353,EA
O,52008054,,,
I,42600AD15100,42600AD15100,388,EA
O,52008054,,,
I,42600AD17100,42600AD17100,284,EA
O,52008060,,,
I,42600AD08100,42600AD08100,158,EA
O,52008060,,,
I,42600AD12100,42600AD12100,30,EA
O,52008060,,,
I,42600AD14100,42600AD14100,53,EA
O,52008060,,,
I,42600AD16100,42600AD16100,23,EA
O,52008061,,,
I,42600AD09100,42600AD09100,400,EA
O,52008061,,,
I,42600AD11100,42600AD11100,228,EA
O,52008061,,,
I,42600AD13100,42600AD13100,124,EA
O,52008061,,,
I,42600AD15100,42600AD15100,212,EA
O,52008061,,,
I,42600AD17100,42600AD17100,92,EA
