H,20061204,1130,PT,ASM
O,52010679,,,
I,42600AD08400,42600AD08400,300,EA
O,52010679,,,
I,42600AD12300,42600AD12300,87,EA
O,52010679,,,
I,42600AD14300,42600AD14300,87,EA
O,52010679,,,
I,42600AD16300,42600AD16300,67,EA
O,52010680,,,
I,42600AD09300,42600AD09300,490,EA
O,52010680,,,
I,42600AD11400,42600AD11400,110,EA
O,52010680,,,
I,42600AD13300,42600AD13300,174,EA
O,52010680,,,
I,42600AD15300,42600AD15300,176,EA
O,52010680,,,
I,42600AD17300,42600AD17300,130,EA
O,52010680,,,
I,426700406000,426700406000,490,EA
O,52010680,,,
I,426700407000,426700407000,110,EA
O,52010680,,,
I,426700408000,426700408000,174,EA
O,52010680,,,
I,426700409000,426700409000,176,EA
O,52010680,,,
I,426700410000,426700410000,130,EA
