H,20060714,1130,PT,ASM
O,52009479,,,
I,42600AD09100,42600AD09100,472,EA
O,52009479,,,
I,42600AD11100,42600AD11100,256,EA
O,52009479,,,
I,42600AD13100,42600AD13100,472,EA
O,52009479,,,
I,42600AD15100,42600AD15100,852,EA
O,52009479,,,
I,42600AD17100,42600AD17100,717,EA
O,52009480,,,
I,42600AD09100,42600AD09100,480,EA
O,52009480,,,
I,42600AD11100,42600AD11100,260,EA
O,52009480,,,
I,42600AD13100,42600AD13100,476,EA
O,52009480,,,
I,42600AD15100,42600AD15100,828,EA
O,52009480,,,
I,42600AD17100,42600AD17100,748,EA
O,52009481,,,
I,42600AD08100,42600AD08100,183,EA
O,52009481,,,
I,42600AD12100,42600AD12100,119,EA
O,52009481,,,
I,42600AD14100,42600AD14100,204,EA
O,52009481,,,
I,42600AD16100,42600AD16100,183,EA
