H,20061127,1130,PT,ASM
O,52010642,,,
I,42600AD08400,42600AD08400,154,EA
O,52010642,,,
I,42600AD12300,42600AD12300,32,EA
O,52010642,,,
I,42600AD14300,42600AD14300,64,EA
O,52010642,,,
I,42600AD16300,42600AD16300,42,EA
O,52010643,,,
I,42600AD09300,42600AD09300,214,EA
O,52010643,,,
I,42600AD11400,42600AD11400,98,EA
O,52010643,,,
I,42600AD13300,42600AD13300,66,EA
O,52010643,,,
I,42600AD15300,42600AD15300,122,EA
O,52010643,,,
I,42600AD17300,42600AD17300,84,EA
O,52010643,,,
I,426700406000,426700406000,214,EA
O,52010643,,,
I,426700407000,426700407000,98,EA
O,52010643,,,
I,426700408000,426700408000,66,EA
O,52010643,,,
I,426700409000,426700409000,122,EA
O,52010643,,,
I,426700410000,426700410000,84,EA
