H,20060918,1130,PT,ASM
O,52010131,,,
I,42600AD08500,42600AD08500,347,EA
O,52010131,,,
I,42600AD09400,42600AD09400,808,EA
O,52010131,,,
I,42600AD11500,42600AD11500,580,EA
O,52010131,,,
I,42600AD16100,42600AD16100,122,EA
O,52010131,,,
I,42600AD17100,42600AD17100,485,EA
O,52010132,,,
I,42600AD08500,42600AD08500,27,EA
O,52010132,,,
I,42600AD09400,42600AD09400,68,EA
O,52010132,,,
I,42600AD11500,42600AD11500,44,EA
O,52010132,,,
I,42600AD12100,42600AD12100,7,EA
O,52010132,,,
I,42600AD13100,42600AD13100,32,EA
O,52010133,,,
I,42600AD14100,42600AD14100,8,EA
O,52010133,,,
I,42600AD15100,42600AD15100,40,EA
O,52010133,,,
I,42600AD16100,42600AD16100,9,EA
O,52010133,,,
I,42600AD17100,42600AD17100,44,EA
