H,20060815,1130,PT,ASM
O,52009778,,,
I,42600AD08100,42600AD08100,96,EA
O,52009778,,,
I,42600AD08500,42600AD08500,247,EA
O,52009778,,,
I,42600AD09100,42600AD09100,152,EA
O,52009778,,,
I,42600AD09400,42600AD09400,662,EA
O,52009778,,,
I,42600AD11100,42600AD11100,116,EA
O,52009778,,,
I,42600AD11500,42600AD11500,442,EA
O,52009778,,,
I,42600AD12100,42600AD12100,87,EA
O,52009778,,,
I,42600AD13100,42600AD13100,348,EA
O,52009778,,,
I,42600AD14100,42600AD14100,151,EA
O,52009778,,,
I,42600AD15100,42600AD15100,605,EA
O,52009778,,,
I,42600AD16100,42600AD16100,104,EA
O,52009778,,,
I,42600AD17100,42600AD17100,419,EA
O,52009779,,,
I,42600AD08500,42600AD08500,346,EA
O,52009779,,,
I,42600AD09400,42600AD09400,821,EA
O,52009779,,,
I,42600AD11500,42600AD11500,564,EA
O,52009779,,,
I,42600AD12100,42600AD12100,89,EA
O,52009779,,,
I,42600AD13100,42600AD13100,360,EA
O,52009779,,,
I,42600AD14100,42600AD14100,155,EA
O,52009779,,,
I,42600AD15100,42600AD15100,616,EA
O,52009779,,,
I,42600AD16100,42600AD16100,110,EA
O,52009779,,,
I,42600AD17100,42600AD17100,440,EA
O,52009780,,,
I,42600AD08500,42600AD08500,332,EA
O,52009780,,,
I,42600AD12100,42600AD12100,94,EA
O,52009780,,,
I,42600AD14100,42600AD14100,148,EA
O,52009780,,,
I,42600AD16100,42600AD16100,114,EA
O,52009781,,,
I,42600AD09400,42600AD09400,776,EA
O,52009781,,,
I,42600AD11500,42600AD11500,556,EA
O,52009781,,,
I,42600AD13100,42600AD13100,364,EA
O,52009781,,,
I,42600AD15100,42600AD15100,604,EA
O,52009781,,,
I,42600AD17100,42600AD17100,452,EA
O,52009782,,,
I,42600AD08100,42600AD08100,269,EA
O,52009782,,,
I,42600AD09100,42600AD09100,636,EA
O,52009782,,,
I,42600AD11100,42600AD11100,428,EA
O,52009782,,,
I,42600AD12100,42600AD12100,97,EA
O,52009782,,,
I,42600AD13100,42600AD13100,384,EA
O,52009782,,,
I,42600AD14100,42600AD14100,180,EA
O,52009782,,,
I,42600AD15100,42600AD15100,708,EA
O,52009782,,,
I,42600AD16100,42600AD16100,152,EA
O,52009782,,,
I,42600AD17100,42600AD17100,600,EA
