H,20060601,1130,PT,ASM
O,52009111,,,
I,42600AD08100,42600AD08100,167,EA
O,52009111,,,
I,42600AD12100,42600AD12100,79,EA
O,52009111,,,
I,42600AD14100,42600AD14100,109,EA
O,52009111,,,
I,42600AD16100,42600AD16100,57,EA
O,52009112,,,
I,42600AD09100,42600AD09100,400,EA
O,52009112,,,
I,42600AD11100,42600AD11100,273,EA
O,52009112,,,
I,42600AD13100,42600AD13100,320,EA
O,52009112,,,
I,42600AD15100,42600AD15100,429,EA
O,52009112,,,
I,42600AD17100,42600AD17100,229,EA
O,52009280,,,
I,42600AD11100,42600AD11100,1,EA
O,52009280,,,
I,42600AD15100,42600AD15100,1,EA
O,52009280,,,
I,42600AD17100,42600AD17100,1,EA
