H,20061127,1130,PT,ASM
O,52010645,,,
I,42600AD08400,42600AD08400,228,EA
O,52010645,,,
I,42600AD12300,42600AD12300,48,EA
O,52010645,,,
I,42600AD14300,42600AD14300,83,EA
O,52010645,,,
I,42600AD16300,42600AD16300,61,EA
O,52010646,,,
I,42600AD09300,42600AD09300,332,EA
O,52010646,,,
I,42600AD11400,42600AD11400,126,EA
O,52010646,,,
I,42600AD13300,42600AD13300,96,EA
O,52010646,,,
I,42600AD15300,42600AD15300,166,EA
O,52010646,,,
I,42600AD17300,42600AD17300,120,EA
O,52010646,,,
I,426700406000,426700406000,332,EA
O,52010646,,,
I,426700407000,426700407000,126,EA
O,52010646,,,
I,426700408000,426700408000,96,EA
O,52010646,,,
I,426700409000,426700409000,166,EA
O,52010646,,,
I,426700410000,426700410000,120,EA
O,52010648,,,
I,42600AD08400,42600AD08400,387,EA
O,52010648,,,
I,42600AD12300,42600AD12300,106,EA
O,52010648,,,
I,42600AD14300,42600AD14300,107,EA
O,52010648,,,
I,42600AD16300,42600AD16300,92,EA
O,52010649,,,
I,42600AD09300,42600AD09300,628,EA
O,52010649,,,
I,42600AD11400,42600AD11400,142,EA
O,52010649,,,
I,42600AD13300,42600AD13300,210,EA
O,52010649,,,
I,42600AD15300,42600AD15300,218,EA
O,52010649,,,
I,42600AD17300,42600AD17300,186,EA
O,52010649,,,
I,426700406000,426700406000,628,EA
O,52010649,,,
I,426700407000,426700407000,142,EA
O,52010649,,,
I,426700408000,426700408000,210,EA
O,52010649,,,
I,426700409000,426700409000,218,EA
O,52010649,,,
I,426700410000,426700410000,186,EA
