H,20061030,1130,PT,ASM
O,52010447,,,
I,426700406000,426700406000,556,EA
O,52010447,,,
I,426700407000,426700407000,206,EA
O,52010447,,,
I,426700408000,426700408000,156,EA
O,52010447,,,
I,426700409000,426700409000,288,EA
O,52010447,,,
I,426700410000,426700410000,194,EA
O,52010455,,,
I,426700406000,426700406000,536,EA
O,52010455,,,
I,426700407000,426700407000,208,EA
O,52010455,,,
I,426700408000,426700408000,154,EA
O,52010455,,,
I,426700409000,426700409000,282,EA
O,52010455,,,
I,426700410000,426700410000,204,EA
