H,20070326,1130,PT,ASM
O,52011441,,,
I,42600AD08400,42600AD08400,291,EA
O,52011441,,,
I,42600AD09300,42600AD09300,418,EA
O,52011441,,,
I,42600AD11400,42600AD11400,164,EA
O,52011441,,,
I,42600AD12300,42600AD12300,118,EA
O,52011441,,,
I,42600AD13300,42600AD13300,234,EA
O,52011441,,,
I,42600AD15300,42600AD15300,216,EA
O,52011441,,,
I,42600AD16300,42600AD16300,179,EA
O,52011441,,,
I,42600AD17300,42600AD17300,358,EA
O,52011441,,,
I,426700406000,426700406000,418,EA
O,52011441,,,
I,426700407000,426700407000,164,EA
O,52011441,,,
I,426700408000,426700408000,234,EA
O,52011441,,,
I,426700410000,426700410000,358,EA
O,52011442,,,
I,42600AD14300,42600AD14300,108,EA
O,52011442,,,
I,426700409000,426700409000,216,EA
