H,20070928,1130,PT,ASM
O,52012803,,,
I,42600AD08400,42600AD08400,319,EA
O,52012803,,,
I,42600AD09300,42600AD09300,418,EA
O,52012803,,,
I,42600AD11400,42600AD11400,228,EA
O,52012803,,,
I,42600AD12300,42600AD12300,38,EA
O,52012803,,,
I,42600AD13300,42600AD13300,76,EA
O,52012803,,,
I,42600AD14300,42600AD14300,145,EA
O,52012803,,,
I,42600AD15300,42600AD15300,292,EA
O,52012803,,,
I,42600AD16300,42600AD16300,198,EA
O,52012803,,,
I,42600AD17300,42600AD17300,386,EA
O,52012803,,,
I,426700406000,426700406000,418,EA
O,52012803,,,
I,426700407000,426700407000,228,EA
O,52012803,,,
I,426700408000,426700408000,76,EA
O,52012804,,,
I,426700409000,426700409000,292,EA
O,52012804,,,
I,426700410000,426700410000,386,EA
