H,20071119,1130,PT,ASM
O,52013119,,,
I,42600AD08400,42600AD08400,292,EA
O,52013119,,,
I,42600AD09300,42600AD09300,276,EA
O,52013119,,,
I,42600AD11400,42600AD11400,306,EA
O,52013119,,,
I,42600AD12300,42600AD12300,85,EA
O,52013119,,,
I,42600AD13300,42600AD13300,166,EA
O,52013119,,,
I,42600AD14300,42600AD14300,150,EA
O,52013119,,,
I,42600AD15300,42600AD15300,300,EA
O,52013119,,,
I,42600AD16300,42600AD16300,169,EA
O,52013119,,,
I,42600AD17300,42600AD17300,344,EA
O,52013119,,,
I,426700406000,426700406000,276,EA
O,52013119,,,
I,426700407000,426700407000,306,EA
O,52013119,,,
I,426700408000,426700408000,166,EA
O,52013120,,,
I,426700409000,426700409000,300,EA
O,52013120,,,
I,426700410000,426700410000,344,EA
