H,20071112,1130,PT,ASM
O,52013042,,,
I,42600AD08400,42600AD08400,304,EA
O,52013042,,,
I,42600AD09300,42600AD09300,268,EA
O,52013042,,,
I,42600AD11400,42600AD11400,342,EA
O,52013042,,,
I,42600AD12300,42600AD12300,80,EA
O,52013042,,,
I,42600AD13300,42600AD13300,164,EA
O,52013042,,,
I,42600AD14300,42600AD14300,156,EA
O,52013042,,,
I,42600AD15300,42600AD15300,314,EA
O,52013042,,,
I,42600AD16300,42600AD16300,166,EA
O,52013042,,,
I,42600AD17300,42600AD17300,328,EA
O,52013042,,,
I,426700406000,426700406000,268,EA
O,52013042,,,
I,426700407000,426700407000,342,EA
O,52013042,,,
I,426700408000,426700408000,164,EA
O,52013043,,,
I,426700409000,426700409000,314,EA
O,52013043,,,
I,426700410000,426700410000,328,EA
