H,20070723,1130,PT,ASM
O,52012279,,,
I,42600AD08400,42600AD08400,397,EA
O,52012279,,,
I,42600AD09300,42600AD09300,614,EA
O,52012279,,,
I,42600AD11400,42600AD11400,184,EA
O,52012279,,,
I,42600AD12300,42600AD12300,114,EA
O,52012279,,,
I,42600AD13300,42600AD13300,230,EA
O,52012279,,,
I,42600AD14300,42600AD14300,120,EA
O,52012279,,,
I,42600AD15300,42600AD15300,240,EA
O,52012279,,,
I,42600AD16300,42600AD16300,53,EA
O,52012279,,,
I,42600AD17300,42600AD17300,104,EA
O,52012279,,,
I,426700406000,426700406000,614,EA
O,52012279,,,
I,426700407000,426700407000,184,EA
O,52012279,,,
I,426700408000,426700408000,228,EA
O,52012280,,,
I,426700409000,426700409000,238,EA
O,52012280,,,
I,426700410000,426700410000,104,EA
