H,20070228,1130,PT,ASM
O,52011212,,,
I,42600AD08400,42600AD08400,226,EA
O,52011212,,,
I,42600AD12300,42600AD12300,90,EA
O,52011212,,,
I,42600AD14300,42600AD14300,86,EA
O,52011212,,,
I,42600AD16300,42600AD16300,146,EA
O,52011213,,,
I,42600AD09300,42600AD09300,340,EA
O,52011213,,,
I,42600AD11400,42600AD11400,114,EA
O,52011213,,,
I,42600AD13300,42600AD13300,180,EA
O,52011213,,,
I,42600AD15300,42600AD15300,170,EA
O,52011213,,,
I,42600AD17300,42600AD17300,292,EA
O,52011213,,,
I,426700406000,426700406000,340,EA
O,52011213,,,
I,426700407000,426700407000,114,EA
O,52011213,,,
I,426700408000,426700408000,180,EA
O,52011213,,,
I,426700409000,426700409000,170,EA
O,52011213,,,
I,426700410000,426700410000,292,EA
O,52011214,,,
I,42600AD08400,42600AD08400,286,EA
O,52011214,,,
I,42600AD12300,42600AD12300,113,EA
O,52011214,,,
I,42600AD14300,42600AD14300,119,EA
O,52011214,,,
I,42600AD16300,42600AD16300,174,EA
O,52011217,,,
I,42600AD09300,42600AD09300,217,EA
O,52011217,,,
I,42600AD11400,42600AD11400,67,EA
O,52011217,,,
I,42600AD13300,42600AD13300,115,EA
O,52011217,,,
I,42600AD15300,42600AD15300,118,EA
O,52011217,,,
I,42600AD17300,42600AD17300,176,EA
O,52011217,,,
I,426700406000,426700406000,216,EA
O,52011217,,,
I,426700407000,426700407000,67,EA
O,52011217,,,
I,426700408000,426700408000,115,EA
O,52011217,,,
I,426700409000,426700409000,118,EA
O,52011217,,,
I,426700410000,426700410000,176,EA
