H,20070528,1130,PT,ASM
O,52011965,,,
I,42600AD08400,42600AD08400,355,EA
O,52011965,,,
I,42600AD09300,42600AD09300,538,EA
O,52011965,,,
I,42600AD11400,42600AD11400,168,EA
O,52011965,,,
I,42600AD12300,42600AD12300,136,EA
O,52011965,,,
I,42600AD13300,42600AD13300,273,EA
O,52011965,,,
I,42600AD14300,42600AD14300,138,EA
O,52011965,,,
I,42600AD15300,42600AD15300,278,EA
O,52011965,,,
I,42600AD16300,42600AD16300,79,EA
O,52011965,,,
I,42600AD17300,42600AD17300,160,EA
O,52011965,,,
I,426700406000,426700406000,538,EA
O,52011965,,,
I,426700407000,426700407000,168,EA
O,52011965,,,
I,426700408000,426700408000,272,EA
O,52011966,,,
I,426700409000,426700409000,278,EA
O,52011966,,,
I,426700410000,426700410000,162,EA
