H,20070806,1130,PT,ASM
O,52012377,,,
I,42600AD08400,42600AD08400,249,EA
O,52012377,,,
I,42600AD09300,42600AD09300,384,EA
O,52012377,,,
I,42600AD11400,42600AD11400,114,EA
O,52012377,,,
I,42600AD12300,42600AD12300,74,EA
O,52012377,,,
I,42600AD13300,42600AD13300,148,EA
O,52012377,,,
I,42600AD14300,42600AD14300,72,EA
O,52012377,,,
I,42600AD15300,42600AD15300,146,EA
O,52012377,,,
I,42600AD16300,42600AD16300,33,EA
O,52012377,,,
I,42600AD17300,42600AD17300,64,EA
O,52012377,,,
I,426700406000,426700406000,384,EA
O,52012377,,,
I,426700407000,426700407000,114,EA
O,52012377,,,
I,426700408000,426700408000,148,EA
O,52012378,,,
I,426700409000,426700409000,146,EA
O,52012378,,,
I,426700410000,426700410000,64,EA
