H,20070503,1130,PT,ASM
O,52011762,,,
I,42600AD08400,42600AD08400,47,EA
O,52011762,,,
I,42600AD09300,42600AD09300,52,EA
O,52011762,,,
I,42600AD11400,42600AD11400,46,EA
O,52011762,,,
I,42600AD12300,42600AD12300,31,EA
O,52011762,,,
I,42600AD13300,42600AD13300,54,EA
O,52011762,,,
I,42600AD14300,42600AD14300,29,EA
O,52011762,,,
I,42600AD15300,42600AD15300,52,EA
O,52011762,,,
I,42600AD16300,42600AD16300,25,EA
O,52011762,,,
I,42600AD17300,42600AD17300,60,EA
O,52011762,,,
I,426700406000,426700406000,52,EA
O,52011762,,,
I,426700407000,426700407000,46,EA
O,52011762,,,
I,426700408000,426700408000,54,EA
O,52011763,,,
I,426700409000,426700409000,52,EA
O,52011763,,,
I,426700410000,426700410000,60,EA
