H,20070910,1130,PT,ASM
O,52012710,,,
I,42600AD08400,42600AD08400,337,EA
O,52012710,,,
I,42600AD09300,42600AD09300,446,EA
O,52012710,,,
I,42600AD11400,42600AD11400,222,EA
O,52012710,,,
I,42600AD12300,42600AD12300,47,EA
O,52012710,,,
I,42600AD13300,42600AD13300,98,EA
O,52012710,,,
I,42600AD14300,42600AD14300,149,EA
O,52012710,,,
I,42600AD15300,42600AD15300,302,EA
O,52012710,,,
I,42600AD16300,42600AD16300,167,EA
O,52012710,,,
I,42600AD17300,42600AD17300,335,EA
O,52012710,,,
I,426700406000,426700406000,446,EA
O,52012710,,,
I,426700407000,426700407000,222,EA
O,52012710,,,
I,426700408000,426700408000,98,EA
O,52012711,,,
I,426700409000,426700409000,300,EA
O,52012711,,,
I,426700410000,426700410000,334,EA
