H,20070130,1130,PT,ASM
O,52011038,,,
I,42600AD08400,42600AD08400,336,EA
O,52011038,,,
I,42600AD12300,42600AD12300,95,EA
O,52011038,,,
I,42600AD14300,42600AD14300,130,EA
O,52011038,,,
I,42600AD16300,42600AD16300,87,EA
O,52011039,,,
I,42600AD09300,42600AD09300,486,EA
O,52011039,,,
I,42600AD11400,42600AD11400,188,EA
O,52011039,,,
I,42600AD13300,42600AD13300,192,EA
O,52011039,,,
I,42600AD15300,42600AD15300,258,EA
O,52011039,,,
I,42600AD17300,42600AD17300,172,EA
O,52011039,,,
I,426700406000,426700406000,486,EA
O,52011039,,,
I,426700407000,426700407000,188,EA
O,52011039,,,
I,426700408000,426700408000,192,EA
O,52011039,,,
I,426700409000,426700409000,258,EA
O,52011039,,,
I,426700410000,426700410000,172,EA
