H,20070423,1130,PT,ASM
O,52011725,,,
I,42600AD08400,42600AD08400,277,EA
O,52011725,,,
I,42600AD09300,42600AD09300,300,EA
O,52011725,,,
I,42600AD11400,42600AD11400,256,EA
O,52011725,,,
I,42600AD12300,42600AD12300,139,EA
O,52011725,,,
I,42600AD13300,42600AD13300,274,EA
O,52011725,,,
I,42600AD14300,42600AD14300,134,EA
O,52011725,,,
I,42600AD15300,42600AD15300,267,EA
O,52011725,,,
I,42600AD16300,42600AD16300,132,EA
O,52011725,,,
I,42600AD17300,42600AD17300,265,EA
O,52011725,,,
I,426700406000,426700406000,300,EA
O,52011725,,,
I,426700407000,426700407000,256,EA
O,52011725,,,
I,426700408000,426700408000,274,EA
O,52011726,,,
I,426700409000,426700409000,266,EA
O,52011726,,,
I,426700410000,426700410000,264,EA
