H,20070119,1130,PT,ASM
O,52010921,,,
I,42600AD09300,42600AD09300,674,EA
O,52010921,,,
I,42600AD11400,42600AD11400,148,EA
O,52010921,,,
I,42600AD13300,42600AD13300,256,EA
O,52010921,,,
I,42600AD15300,42600AD15300,252,EA
O,52010921,,,
I,42600AD17300,42600AD17300,62,EA
O,52010921,,,
I,426700406000,426700406000,674,EA
O,52010921,,,
I,426700407000,426700407000,148,EA
O,52010921,,,
I,426700408000,426700408000,256,EA
O,52010921,,,
I,426700409000,426700409000,252,EA
O,52010921,,,
I,426700410000,426700410000,62,EA
