H,20071130,1130,PT,ASM
O,52013228,,,
I,42600AD08400,42600AD08400,373,EA
O,52013228,,,
I,42600AD09300,42600AD09300,344,EA
O,52013228,,,
I,42600AD11400,42600AD11400,398,EA
O,52013228,,,
I,42600AD12300,42600AD12300,99,EA
O,52013228,,,
I,42600AD13300,42600AD13300,198,EA
O,52013228,,,
I,42600AD14300,42600AD14300,213,EA
O,52013228,,,
I,42600AD15300,42600AD15300,430,EA
O,52013228,,,
I,42600AD16300,42600AD16300,207,EA
O,52013228,,,
I,42600AD17300,42600AD17300,414,EA
O,52013228,,,
I,426700406000,426700406000,344,EA
O,52013228,,,
I,426700407000,426700407000,398,EA
O,52013228,,,
I,426700408000,426700408000,198,EA
O,52013229,,,
I,426700409000,426700409000,430,EA
O,52013229,,,
I,426700410000,426700410000,414,EA
