H,20070730,1130,PT,ASM
O,52012311,,,
I,42600AD08400,42600AD08400,402,EA
O,52012311,,,
I,42600AD09300,42600AD09300,612,EA
O,52012311,,,
I,42600AD11400,42600AD11400,190,EA
O,52012311,,,
I,42600AD12300,42600AD12300,106,EA
O,52012311,,,
I,42600AD13300,42600AD13300,210,EA
O,52012311,,,
I,42600AD14300,42600AD14300,113,EA
O,52012311,,,
I,42600AD15300,42600AD15300,228,EA
O,52012311,,,
I,42600AD16300,42600AD16300,55,EA
O,52012311,,,
I,42600AD17300,42600AD17300,112,EA
O,52012311,,,
I,426700406000,426700406000,612,EA
O,52012311,,,
I,426700407000,426700407000,190,EA
O,52012311,,,
I,426700408000,426700408000,210,EA
O,52012312,,,
I,426700409000,426700409000,228,EA
O,52012312,,,
I,426700410000,426700410000,112,EA
