H,20070801,1130,PT,ASM
O,52012360,,,
I,42600AD08400,42600AD08400,164,EA
O,52012360,,,
I,42600AD09300,42600AD09300,262,EA
O,52012360,,,
I,42600AD11400,42600AD11400,70,EA
O,52012360,,,
I,42600AD12300,42600AD12300,49,EA
O,52012360,,,
I,42600AD13300,42600AD13300,98,EA
O,52012360,,,
I,42600AD14300,42600AD14300,50,EA
O,52012360,,,
I,42600AD15300,42600AD15300,96,EA
O,52012360,,,
I,42600AD16300,42600AD16300,21,EA
O,52012360,,,
I,42600AD17300,42600AD17300,42,EA
O,52012360,,,
I,426700406000,426700406000,262,EA
O,52012360,,,
I,426700407000,426700407000,70,EA
O,52012360,,,
I,426700408000,426700408000,98,EA
O,52012361,,,
I,426700409000,426700409000,96,EA
O,52012361,,,
I,426700410000,426700410000,42,EA
