H,20070521,1130,PT,ASM
O,52011831,,,
I,42600AD08400,42600AD08400,377,EA
O,52011831,,,
I,42600AD09300,42600AD09300,572,EA
O,52011831,,,
I,42600AD11400,42600AD11400,188,EA
O,52011831,,,
I,42600AD12300,42600AD12300,128,EA
O,52011831,,,
I,42600AD13300,42600AD13300,254,EA
O,52011831,,,
I,42600AD14300,42600AD14300,136,EA
O,52011831,,,
I,42600AD15300,42600AD15300,269,EA
O,52011831,,,
I,42600AD16300,42600AD16300,75,EA
O,52011831,,,
I,42600AD17300,42600AD17300,150,EA
O,52011831,,,
I,426700406000,426700406000,573,EA
O,52011831,,,
I,426700407000,426700407000,188,EA
O,52011831,,,
I,426700408000,426700408000,254,EA
O,52011832,,,
I,426700409000,426700409000,268,EA
O,52011832,,,
I,426700410000,426700410000,150,EA
