H,20061220,1130,PT,ASM
O,52010775,,,
I,42600AD08400,42600AD08400,411,EA
O,52010775,,,
I,42600AD12300,42600AD12300,125,EA
O,52010775,,,
I,42600AD14300,42600AD14300,130,EA
O,52010775,,,
I,42600AD16300,42600AD16300,34,EA
O,52010776,,,
I,42600AD09300,42600AD09300,668,EA
O,52010776,,,
I,42600AD11400,42600AD11400,156,EA
O,52010776,,,
I,42600AD13300,42600AD13300,248,EA
O,52010776,,,
I,42600AD15300,42600AD15300,258,EA
O,52010776,,,
I,42600AD17300,42600AD17300,70,EA
O,52010776,,,
I,426700406000,426700406000,668,EA
O,52010776,,,
I,426700407000,426700407000,156,EA
O,52010776,,,
I,426700408000,426700408000,248,EA
O,52010776,,,
I,426700409000,426700409000,258,EA
O,52010776,,,
I,426700410000,426700410000,70,EA
