H,20070813,1130,PT,ASM
O,52012449,,,
I,42600AD08400,42600AD08400,340,EA
O,52012449,,,
I,42600AD09300,42600AD09300,408,EA
O,52012449,,,
I,42600AD11400,42600AD11400,273,EA
O,52012449,,,
I,42600AD12300,42600AD12300,85,EA
O,52012449,,,
I,42600AD13300,42600AD13300,172,EA
O,52012449,,,
I,42600AD14300,42600AD14300,97,EA
O,52012449,,,
I,42600AD15300,42600AD15300,192,EA
O,52012449,,,
I,42600AD16300,42600AD16300,169,EA
O,52012449,,,
I,42600AD17300,42600AD17300,339,EA
O,52012449,,,
I,426700406000,426700406000,408,EA
O,52012449,,,
I,426700407000,426700407000,273,EA
O,52012449,,,
I,426700408000,426700408000,172,EA
O,52012450,,,
I,426700409000,426700409000,192,EA
O,52012450,,,
I,426700410000,426700410000,338,EA
