H,20070430,1130,PT,ASM
O,52011749,,,
I,42600AD08400,42600AD08400,274,EA
O,52011749,,,
I,42600AD09300,42600AD09300,298,EA
O,52011749,,,
I,42600AD11400,42600AD11400,247,EA
O,52011749,,,
I,42600AD12300,42600AD12300,134,EA
O,52011749,,,
I,42600AD13300,42600AD13300,274,EA
O,52011749,,,
I,42600AD14300,42600AD14300,133,EA
O,52011749,,,
I,42600AD15300,42600AD15300,270,EA
O,52011749,,,
I,42600AD16300,42600AD16300,147,EA
O,52011749,,,
I,42600AD17300,42600AD17300,288,EA
O,52011749,,,
I,426700406000,426700406000,298,EA
O,52011749,,,
I,426700407000,426700407000,246,EA
O,52011749,,,
I,426700408000,426700408000,274,EA
O,52011750,,,
I,426700409000,426700409000,270,EA
O,52011750,,,
I,426700410000,426700410000,288,EA
