H,20140527,1130,PT,ASM
O,52037268,,,
I,4260004B9000,4260004B9000,375,EA
O,52037268,,,
I,4260004C0000,4260004C0000,278,EA
O,52037268,,,
I,4260004C1000,4260004C1000,296,EA
O,52037268,,,
I,4260004C2000,4260004C2000,308,EA
O,52037268,,,
I,4260004C4000,4260004C4000,268,EA
O,52037268,,,
I,4260004C5000,4260004C5000,176,EA
O,52037268,,,
I,4260004C6000,4260004C6000,87,EA
O,52037268,,,
I,42600AD09300,42600AD09300,420,EA
O,52037268,,,
I,42600AD11400,42600AD11400,328,EA
O,52037268,,,
I,42600AD13300,42600AD13300,558,EA
O,52037268,,,
I,42600AD15300,42600AD15300,590,EA
O,52037268,,,
I,42600AD17300,42600AD17300,348,EA
O,52037269,,,
I,426700406000,426700406000,421,EA
O,52037269,,,
I,426700407000,426700407000,329,EA
O,52037269,,,
I,426700408000,426700408000,558,EA
O,52037269,,,
I,426700409000,426700409000,591,EA
O,52037269,,,
I,426700410000,426700410000,348,EA
O,52037269,,,
I,426700414000,426700414000,268,EA
O,52037269,,,
I,426700415000,426700415000,176,EA
