H,20130814,1130,PT,ASM
O,52033841,,,
I,4260004B9000,4260004B9000,179,EA
O,52033841,,,
I,4260004C0000,4260004C0000,86,EA
O,52033841,,,
I,4260004C1000,4260004C1000,111,EA
O,52033841,,,
I,4260004C2000,4260004C2000,95,EA
O,52033841,,,
I,4260004C4000,4260004C4000,58,EA
O,52033841,,,
I,4260004C5000,4260004C5000,34,EA
O,52033841,,,
I,4260004C6000,4260004C6000,17,EA
O,52033841,,,
I,42600AD09300,42600AD09300,240,EA
O,52033841,,,
I,42600AD11400,42600AD11400,118,EA
O,52033841,,,
I,426700406000,426700406000,240,EA
O,52033841,,,
I,426700414000,426700414000,58,EA
O,52033841,,,
I,426700415000,426700415000,34,EA
O,52033842,,,
I,42600AD13300,42600AD13300,150,EA
O,52033842,,,
I,42600AD15300,42600AD15300,224,EA
O,52033842,,,
I,42600AD17300,42600AD17300,131,EA
O,52033842,,,
I,426700407000,426700407000,119,EA
O,52033842,,,
I,426700408000,426700408000,148,EA
O,52033842,,,
I,426700409000,426700409000,224,EA
O,52033842,,,
I,426700410000,426700410000,130,EA
