H,20121030,1130,PT,ASM
O,52030492,,,
I,4260004B9000,4260004B9000,372,EA
O,52030492,,,
I,4260004C0000,4260004C0000,220,EA
O,52030492,,,
I,4260004C1000,4260004C1000,271,EA
O,52030492,,,
I,4260004C2000,4260004C2000,285,EA
O,52030492,,,
I,4260004C4000,4260004C4000,276,EA
O,52030492,,,
I,42600AD09300,42600AD09300,300,EA
O,52030492,,,
I,42600AD11400,42600AD11400,444,EA
O,52030492,,,
I,42600AD13300,42600AD13300,442,EA
O,52030492,,,
I,426700406000,426700406000,300,EA
O,52030492,,,
I,426700407000,426700407000,444,EA
O,52030492,,,
I,426700409000,426700409000,543,EA
O,52030492,,,
I,426700414000,426700414000,276,EA
O,52030493,,,
I,42600AD15300,42600AD15300,542,EA
O,52030493,,,
I,42600AD17300,42600AD17300,292,EA
O,52030493,,,
I,426700408000,426700408000,442,EA
O,52030493,,,
I,426700410000,426700410000,292,EA
