H,20121221,1130,PT,ASM
O,52031018,,,
I,4260004B9000,4260004B9000,52,EA
O,52031018,,,
I,4260004C0000,4260004C0000,32,EA
O,52031018,,,
I,4260004C1000,4260004C1000,51,EA
O,52031018,,,
I,4260004C2000,4260004C2000,77,EA
O,52031018,,,
I,4260004C4000,4260004C4000,104,EA
O,52031018,,,
I,4260004C5000,4260004C5000,42,EA
O,52031018,,,
I,4260004C6000,4260004C6000,20,EA
O,52031018,,,
I,42600AD09300,42600AD09300,68,EA
O,52031018,,,
I,42600AD11400,42600AD11400,38,EA
O,52031018,,,
I,426700406000,426700406000,68,EA
O,52031018,,,
I,426700414000,426700414000,104,EA
O,52031018,,,
I,426700415000,426700415000,42,EA
O,52031019,,,
I,42600AD13300,42600AD13300,64,EA
O,52031019,,,
I,42600AD15300,42600AD15300,100,EA
O,52031019,,,
I,42600AD17300,42600AD17300,48,EA
O,52031019,,,
I,426700407000,426700407000,38,EA
O,52031019,,,
I,426700408000,426700408000,64,EA
O,52031019,,,
I,426700409000,426700409000,100,EA
O,52031019,,,
I,426700410000,426700410000,48,EA
