H,20110930,1130,PT,ASM
O,52026459,,,
I,4260004B9000,4260004B9000,418,EA
O,52026459,,,
I,4260004C0000,4260004C0000,251,EA
O,52026459,,,
I,4260004C1000,4260004C1000,293,EA
O,52026459,,,
I,4260004C2000,4260004C2000,300,EA
O,52026459,,,
I,4260004C6000,4260004C6000,126,EA
O,52026459,,,
I,42600AD09300,42600AD09300,448,EA
O,52026459,,,
I,42600AD11400,42600AD11400,387,EA
O,52026459,,,
I,42600AD13300,42600AD13300,502,EA
O,52026459,,,
I,42600AD15300,42600AD15300,586,EA
O,52026459,,,
I,42600AD17300,42600AD17300,354,EA
O,52026459,,,
I,426700406000,426700406000,448,EA
O,52026459,,,
I,426700407000,426700407000,386,EA
O,52026460,,,
I,4260004C4000,4260004C4000,246,EA
O,52026460,,,
I,4260004C5000,4260004C5000,255,EA
O,52026460,,,
I,426700408000,426700408000,502,EA
O,52026460,,,
I,426700409000,426700409000,586,EA
O,52026460,,,
I,426700410000,426700410000,354,EA
O,52026460,,,
I,426700414000,426700414000,246,EA
O,52026460,,,
I,426700415000,426700415000,254,EA
