H,20130930,1130,PT,ASM
O,52034399,,,
I,4260004B9000,4260004B9000,135,EA
O,52034399,,,
I,4260004C0000,4260004C0000,67,EA
O,52034399,,,
I,4260004C1000,4260004C1000,72,EA
O,52034399,,,
I,4260004C2000,4260004C2000,79,EA
O,52034399,,,
I,4260004C4000,4260004C4000,104,EA
O,52034399,,,
I,4260004C5000,4260004C5000,30,EA
O,52034399,,,
I,4260004C6000,4260004C6000,15,EA
O,52034399,,,
I,42600AD09300,42600AD09300,164,EA
O,52034399,,,
I,42600AD11400,42600AD11400,108,EA
O,52034399,,,
I,42600AD13300,42600AD13300,132,EA
O,52034399,,,
I,42600AD15300,42600AD15300,148,EA
O,52034399,,,
I,42600AD17300,42600AD17300,50,EA
