H,20130131,1130,PT,ASM
O,52031317,,,
I,4260004B9000,4260004B9000,235,EA
O,52031317,,,
I,4260004C0000,4260004C0000,157,EA
O,52031317,,,
I,4260004C1000,4260004C1000,213,EA
O,52031317,,,
I,4260004C2000,4260004C2000,242,EA
O,52031317,,,
I,4260004C4000,4260004C4000,278,EA
O,52031317,,,
I,4260004C5000,4260004C5000,96,EA
O,52031317,,,
I,4260004C6000,4260004C6000,49,EA
O,52031317,,,
I,42600AD09300,42600AD09300,234,EA
O,52031317,,,
I,42600AD11400,42600AD11400,236,EA
O,52031317,,,
I,426700406000,426700406000,234,EA
O,52031317,,,
I,426700414000,426700414000,278,EA
O,52031317,,,
I,426700415000,426700415000,96,EA
O,52031318,,,
I,42600AD13300,42600AD13300,317,EA
O,52031318,,,
I,42600AD15300,42600AD15300,426,EA
O,52031318,,,
I,42600AD17300,42600AD17300,208,EA
O,52031318,,,
I,426700407000,426700407000,236,EA
O,52031318,,,
I,426700408000,426700408000,315,EA
O,52031318,,,
I,426700409000,426700409000,427,EA
O,52031318,,,
I,426700410000,426700410000,208,EA
