H,20121022,1130,PT,ASM
O,52030377,,,
I,4260004B9000,4260004B9000,362,EA
O,52030377,,,
I,4260004C0000,4260004C0000,230,EA
O,52030377,,,
I,4260004C1000,4260004C1000,275,EA
O,52030377,,,
I,4260004C2000,4260004C2000,285,EA
O,52030377,,,
I,4260004C4000,4260004C4000,254,EA
O,52030377,,,
I,42600AD09300,42600AD09300,270,EA
O,52030377,,,
I,42600AD11400,42600AD11400,456,EA
O,52030377,,,
I,42600AD13300,42600AD13300,458,EA
O,52030377,,,
I,426700406000,426700406000,270,EA
O,52030377,,,
I,426700407000,426700407000,456,EA
O,52030377,,,
I,426700408000,426700408000,458,EA
O,52030377,,,
I,426700414000,426700414000,254,EA
O,52030378,,,
I,42600AD15300,42600AD15300,548,EA
O,52030378,,,
I,42600AD17300,42600AD17300,318,EA
O,52030378,,,
I,426700409000,426700409000,549,EA
O,52030378,,,
I,426700410000,426700410000,318,EA
