H,20131129,1130,PT,ASM
O,52035215,,,
I,4260004B9000,4260004B9000,438,EA
O,52035215,,,
I,4260004C0000,4260004C0000,247,EA
O,52035215,,,
I,4260004C1000,4260004C1000,341,EA
O,52035215,,,
I,4260004C2000,4260004C2000,328,EA
O,52035215,,,
I,4260004C4000,4260004C4000,216,EA
O,52035215,,,
I,4260004C5000,4260004C5000,114,EA
O,52035215,,,
I,4260004C6000,4260004C6000,58,EA
O,52035215,,,
I,42600AD09300,42600AD09300,396,EA
O,52035215,,,
I,42600AD11400,42600AD11400,480,EA
O,52035215,,,
I,42600AD13300,42600AD13300,496,EA
O,52035215,,,
I,42600AD15300,42600AD15300,682,EA
O,52035215,,,
I,42600AD17300,42600AD17300,441,EA
O,52035216,,,
I,426700406000,426700406000,396,EA
O,52035216,,,
I,426700407000,426700407000,481,EA
O,52035216,,,
I,426700408000,426700408000,496,EA
O,52035216,,,
I,426700409000,426700409000,683,EA
O,52035216,,,
I,426700410000,426700410000,440,EA
O,52035216,,,
I,426700414000,426700414000,216,EA
O,52035216,,,
I,426700415000,426700415000,114,EA
