H,20130420,1130,PT,ASM
O,52032334,,,
I,4260004B9000,4260004B9000,283,EA
O,52032334,,,
I,4260004C0000,4260004C0000,270,EA
O,52032334,,,
I,4260004C1000,4260004C1000,279,EA
O,52032334,,,
I,4260004C2000,4260004C2000,260,EA
O,52032334,,,
I,4260004C4000,4260004C4000,134,EA
O,52032334,,,
I,4260004C5000,4260004C5000,112,EA
O,52032334,,,
I,4260004C6000,4260004C6000,56,EA
O,52032334,,,
I,42600AD09300,42600AD09300,256,EA
O,52032334,,,
I,42600AD11400,42600AD11400,316,EA
O,52032334,,,
I,4.267E+11,4.267E+11,256,EA
O,52032334,,,
I,4.267E+11,4.267E+11,134,EA
O,52032334,,,
I,4.267E+11,4.267E+11,112,EA
O,52032335,,,
I,42600AD13300,42600AD13300,518,EA
O,52032335,,,
I,42600AD15300,42600AD15300,556,EA
O,52032335,,,
I,42600AD17300,42600AD17300,386,EA
O,52032335,,,
I,4.267E+11,4.267E+11,316,EA
O,52032335,,,
I,4.267E+11,4.267E+11,518,EA
O,52032335,,,
I,4.267E+11,4.267E+11,556,EA
O,52032335,,,
I,4.267E+11,4.267E+11,386,EA
