H,20140825,1130,PT,ASM
O,52038606,,,
I,4260004B9000,4260004B9000,480,EA
O,52038606,,,
I,4260004C0000,4260004C0000,343,EA
O,52038606,,,
I,4260004C1000,4260004C1000,362,EA
O,52038606,,,
I,4260004C2000,4260004C2000,292,EA
O,52038606,,,
I,4260004C4000,4260004C4000,166,EA
O,52038606,,,
I,4260004C5000,4260004C5000,156,EA
O,52038606,,,
I,4260004C6000,4260004C6000,75,EA
O,52038606,,,
I,42600AD09300,42600AD09300,548,EA
O,52038606,,,
I,42600AD11400,42600AD11400,410,EA
O,52038606,,,
I,426700406000,426700406000,561,EA
O,52038606,,,
I,426700414000,426700414000,167,EA
O,52038606,,,
I,426700415000,426700415000,157,EA
O,52038607,,,
I,42600AD13300,42600AD13300,684,EA
O,52038607,,,
I,42600AD15300,42600AD15300,724,EA
O,52038607,,,
I,42600AD17300,42600AD17300,417,EA
O,52038607,,,
I,426700407000,426700407000,412,EA
O,52038607,,,
I,426700408000,426700408000,689,EA
O,52038607,,,
I,426700409000,426700409000,728,EA
O,52038607,,,
I,426700410000,426700410000,416,EA
