H,20130917,1130,PT,ASM
O,52034236,,,
I,4260004B9000,4260004B9000,501,EA
O,52034236,,,
I,4260004C0000,4260004C0000,252,EA
O,52034236,,,
I,4260004C1000,4260004C1000,268,EA
O,52034236,,,
I,4260004C2000,4260004C2000,295,EA
O,52034236,,,
I,4260004C4000,4260004C4000,284,EA
O,52034236,,,
I,4260004C5000,4260004C5000,104,EA
O,52034236,,,
I,4260004C6000,4260004C6000,52,EA
O,52034236,,,
I,42600AD09300,42600AD09300,842,EA
O,52034236,,,
I,42600AD11400,42600AD11400,164,EA
O,52034236,,,
I,426700406000,426700406000,842,EA
O,52034236,,,
I,426700414000,426700414000,284,EA
O,52034236,,,
I,426700415000,426700415000,104,EA
O,52034237,,,
I,42600AD13300,42600AD13300,500,EA
O,52034237,,,
I,42600AD15300,42600AD15300,534,EA
O,52034237,,,
I,42600AD17300,42600AD17300,308,EA
O,52034237,,,
I,426700407000,426700407000,164,EA
O,52034237,,,
I,426700408000,426700408000,500,EA
O,52034237,,,
I,426700409000,426700409000,534,EA
O,52034237,,,
I,426700410000,426700410000,308,EA
