H,20110921,1130,PT,ASM
O,52026264,,,
I,4260004B9000,4260004B9000,65,EA
O,52026264,,,
I,4260004C0000,4260004C0000,41,EA
O,52026264,,,
I,4260004C1000,4260004C1000,43,EA
O,52026264,,,
I,4260004C2000,4260004C2000,73,EA
O,52026264,,,
I,42600AD09300,42600AD09300,90,EA
O,52026264,,,
I,42600AD11400,42600AD11400,36,EA
O,52026264,,,
I,42600AD13300,42600AD13300,80,EA
O,52026264,,,
I,42600AD15300,42600AD15300,82,EA
O,52026264,,,
I,42600AD17300,42600AD17300,84,EA
O,52026264,,,
I,426700406000,426700406000,90,EA
O,52026264,,,
I,426700407000,426700407000,36,EA
O,52026264,,,
I,426700408000,426700408000,80,EA
O,52026265,,,
I,4260004C4000,4260004C4000,58,EA
O,52026265,,,
I,4260004C5000,4260004C5000,50,EA
O,52026265,,,
I,426700409000,426700409000,82,EA
O,52026265,,,
I,426700410000,426700410000,84,EA
O,52026265,,,
I,426700414000,426700414000,58,EA
O,52026265,,,
I,426700415000,426700415000,50,EA
O,52026270,,,
I,4260004B9000,4260004B9000,243,EA
O,52026270,,,
I,4260004C0000,4260004C0000,173,EA
O,52026270,,,
I,4260004C1000,4260004C1000,192,EA
O,52026270,,,
I,4260004C2000,4260004C2000,228,EA
O,52026270,,,
I,42600AD09300,42600AD09300,326,EA
O,52026270,,,
I,42600AD11400,42600AD11400,164,EA
O,52026270,,,
I,42600AD13300,42600AD13300,348,EA
O,52026270,,,
I,42600AD15300,42600AD15300,383,EA
O,52026270,,,
I,42600AD17300,42600AD17300,242,EA
O,52026270,,,
I,426700406000,426700406000,326,EA
O,52026270,,,
I,426700407000,426700407000,164,EA
O,52026270,,,
I,426700408000,426700408000,348,EA
O,52026271,,,
I,4260004C4000,4260004C4000,215,EA
O,52026271,,,
I,4260004C5000,4260004C5000,206,EA
O,52026271,,,
I,426700409000,426700409000,382,EA
O,52026271,,,
I,426700410000,426700410000,242,EA
O,52026271,,,
I,426700414000,426700414000,214,EA
O,52026271,,,
I,426700415000,426700415000,207,EA
O,52026278,,,
I,4260004C6000,4260004C6000,26,EA
O,52026279,,,
I,4260004C6000,4260004C6000,104,EA
