H,20120213,1130,PT,ASM
O,52027876,,,
I,4260004B9000,4260004B9000,187,EA
O,52027876,,,
I,4260004C0000,4260004C0000,139,EA
O,52027876,,,
I,4260004C1000,4260004C1000,137,EA
O,52027876,,,
I,4260004C2000,4260004C2000,122,EA
O,52027876,,,
I,4260004C6000,4260004C6000,71,EA
O,52027876,,,
I,42600AD09300,42600AD09300,185,EA
O,52027876,,,
I,42600AD11400,42600AD11400,192,EA
O,52027876,,,
I,42600AD13300,42600AD13300,272,EA
O,52027876,,,
I,42600AD15300,42600AD15300,275,EA
O,52027876,,,
I,42600AD17300,42600AD17300,32,EA
O,52027876,,,
I,426700406000,426700406000,184,EA
O,52027876,,,
I,426700407000,426700407000,192,EA
O,52027877,,,
I,4260004C4000,4260004C4000,217,EA
O,52027877,,,
I,4260004C5000,4260004C5000,142,EA
O,52027877,,,
I,426700408000,426700408000,272,EA
O,52027877,,,
I,426700409000,426700409000,274,EA
O,52027877,,,
I,426700410000,426700410000,33,EA
O,52027877,,,
I,426700414000,426700414000,216,EA
O,52027877,,,
I,426700415000,426700415000,142,EA
O,52027881,,,
I,4260004B9000,4260004B9000,334,EA
O,52027881,,,
I,4260004C0000,4260004C0000,230,EA
O,52027881,,,
I,4260004C1000,4260004C1000,182,EA
O,52027881,,,
I,4260004C2000,4260004C2000,200,EA
O,52027881,,,
I,4260004C6000,4260004C6000,135,EA
O,52027881,,,
I,42600AD09300,42600AD09300,323,EA
O,52027881,,,
I,42600AD11400,42600AD11400,342,EA
O,52027881,,,
I,42600AD13300,42600AD13300,464,EA
O,52027881,,,
I,42600AD15300,42600AD15300,364,EA
O,52027881,,,
I,42600AD17300,42600AD17300,236,EA
O,52027881,,,
I,426700406000,426700406000,324,EA
O,52027881,,,
I,426700407000,426700407000,343,EA
O,52027882,,,
I,4260004C4000,4260004C4000,164,EA
O,52027882,,,
I,4260004C5000,4260004C5000,269,EA
O,52027882,,,
I,426700408000,426700408000,464,EA
O,52027882,,,
I,426700409000,426700409000,364,EA
O,52027882,,,
I,426700410000,426700410000,236,EA
O,52027882,,,
I,426700414000,426700414000,164,EA
O,52027882,,,
I,426700415000,426700415000,268,EA
