H,20130613,1130,PT,ASM
O,52033122,,,
I,4260004B9000,4260004B9000,497,EA
O,52033122,,,
I,4260004C0000,4260004C0000,294,EA
O,52033122,,,
I,4260004C1000,4260004C1000,300,EA
O,52033122,,,
I,4260004C2000,4260004C2000,208,EA
O,52033122,,,
I,4260004C4000,4260004C4000,56,EA
O,52033122,,,
I,4260004C5000,4260004C5000,154,EA
O,52033122,,,
I,4260004C6000,4260004C6000,77,EA
O,52033122,,,
I,42600AD09300,42600AD09300,410,EA
O,52033122,,,
I,42600AD11400,42600AD11400,584,EA
O,52033122,,,
I,426700406000,426700406000,410,EA
O,52033122,,,
I,426700414000,426700414000,56,EA
O,52033122,,,
I,426700415000,426700415000,154,EA
O,52033123,,,
I,42600AD13300,42600AD13300,558,EA
O,52033123,,,
I,42600AD15300,42600AD15300,606,EA
O,52033123,,,
I,42600AD17300,42600AD17300,356,EA
O,52033123,,,
I,426700407000,426700407000,586,EA
O,52033123,,,
I,426700408000,426700408000,561,EA
O,52033123,,,
I,426700409000,426700409000,607,EA
O,52033123,,,
I,426700410000,426700410000,356,EA
