H,20140530,1130,PT,ASM
O,52037307,,,
I,4260004B9000,4260004B9000,451,EA
O,52037307,,,
I,4260004C0000,4260004C0000,310,EA
O,52037307,,,
I,4260004C1000,4260004C1000,336,EA
O,52037307,,,
I,4260004C2000,4260004C2000,369,EA
O,52037307,,,
I,4260004C4000,4260004C4000,300,EA
O,52037307,,,
I,4260004C5000,4260004C5000,58,EA
O,52037307,,,
I,4260004C6000,4260004C6000,30,EA
O,52037307,,,
I,42600AD09300,42600AD09300,498,EA
O,52037307,,,
I,42600AD11400,42600AD11400,406,EA
O,52037307,,,
I,42600AD13300,42600AD13300,616,EA
O,52037307,,,
I,42600AD15300,42600AD15300,674,EA
O,52037307,,,
I,42600AD17300,42600AD17300,440,EA
O,52037308,,,
I,426700406000,426700406000,498,EA
O,52037308,,,
I,426700407000,426700407000,406,EA
O,52037308,,,
I,426700408000,426700408000,616,EA
O,52037308,,,
I,426700409000,426700409000,674,EA
O,52037308,,,
I,426700410000,426700410000,440,EA
O,52037308,,,
I,426700414000,426700414000,300,EA
O,52037308,,,
I,426700415000,426700415000,58,EA
