H,20111212,1130,PT,ASM
O,52027355,,,
I,4260004B9000,4260004B9000,102,EA
O,52027355,,,
I,4260004C0000,4260004C0000,88,EA
O,52027355,,,
I,4260004C1000,4260004C1000,76,EA
O,52027355,,,
I,4260004C2000,4260004C2000,141,EA
O,52027355,,,
I,4260004C6000,4260004C6000,37,EA
O,52027355,,,
I,42600AD09300,42600AD09300,72,EA
O,52027355,,,
I,42600AD11400,42600AD11400,134,EA
O,52027355,,,
I,42600AD13300,42600AD13300,176,EA
O,52027355,,,
I,42600AD15300,42600AD15300,150,EA
O,52027355,,,
I,42600AD17300,42600AD17300,96,EA
O,52027355,,,
I,426700406000,426700406000,72,EA
O,52027355,,,
I,426700407000,426700407000,134,EA
O,52027356,,,
I,4260004C4000,4260004C4000,184,EA
O,52027356,,,
I,4260004C5000,4260004C5000,76,EA
O,52027356,,,
I,426700408000,426700408000,176,EA
O,52027356,,,
I,426700409000,426700409000,150,EA
O,52027356,,,
I,426700410000,426700410000,96,EA
O,52027356,,,
I,426700414000,426700414000,184,EA
O,52027356,,,
I,426700415000,426700415000,76,EA
