H,20120229,1130,PT,ASM
O,52028010,,,
I,4260004B9000,4260004B9000,202,EA
O,52028010,,,
I,4260004C0000,4260004C0000,132,EA
O,52028010,,,
I,4260004C1000,4260004C1000,137,EA
O,52028010,,,
I,4260004C2000,4260004C2000,129,EA
O,52028010,,,
I,4260004C6000,4260004C6000,56,EA
O,52028010,,,
I,42600AD09300,42600AD09300,182,EA
O,52028010,,,
I,42600AD11400,42600AD11400,222,EA
O,52028010,,,
I,42600AD13300,42600AD13300,262,EA
O,52028010,,,
I,42600AD15300,42600AD15300,276,EA
O,52028010,,,
I,42600AD17300,42600AD17300,84,EA
O,52028010,,,
I,426700406000,426700406000,182,EA
O,52028010,,,
I,426700407000,426700407000,222,EA
O,52028011,,,
I,4260004C4000,4260004C4000,174,EA
O,52028011,,,
I,4260004C5000,4260004C5000,112,EA
O,52028011,,,
I,426700408000,426700408000,262,EA
O,52028011,,,
I,426700409000,426700409000,276,EA
O,52028011,,,
I,426700410000,426700410000,84,EA
O,52028011,,,
I,426700414000,426700414000,174,EA
O,52028011,,,
I,426700415000,426700415000,112,EA
