H,20130429,1130,PT,ASM
O,52032468,,,
I,4260004B9000,4260004B9000,332,EA
O,52032468,,,
I,4260004C0000,4260004C0000,311,EA
O,52032468,,,
I,4260004C1000,4260004C1000,312,EA
O,52032468,,,
I,4260004C4000,4260004C4000,250,EA
O,52032468,,,
I,4260004C5000,4260004C5000,138,EA
O,52032468,,,
I,4260004C6000,4260004C6000,69,EA
O,52032468,,,
I,42600AD09300,42600AD09300,288,EA
O,52032468,,,
I,42600AD11400,42600AD11400,376,EA
O,52032468,,,
I,42600AD17300,42600AD17300,466,EA
O,52032468,,,
I,426700406000,426700406000,288,EA
O,52032468,,,
I,426700414000,426700414000,250,EA
O,52032468,,,
I,426700415000,426700415000,138,EA
O,52032469,,,
I,4260004C2000,4260004C2000,356,EA
O,52032469,,,
I,42600AD13300,42600AD13300,618,EA
O,52032469,,,
I,42600AD15300,42600AD15300,622,EA
O,52032469,,,
I,426700407000,426700407000,376,EA
O,52032469,,,
I,426700408000,426700408000,618,EA
O,52032469,,,
I,426700409000,426700409000,622,EA
O,52032469,,,
I,426700410000,426700410000,466,EA
