H,20111130,1130,PT,ASM
O,52027215,,,
I,4260004B9000,4260004B9000,156,EA
O,52027215,,,
I,4260004C0000,4260004C0000,136,EA
O,52027215,,,
I,4260004C1000,4260004C1000,159,EA
O,52027215,,,
I,4260004C2000,4260004C2000,149,EA
O,52027215,,,
I,4260004C6000,4260004C6000,52,EA
O,52027215,,,
I,42600AD09300,42600AD09300,152,EA
O,52027215,,,
I,42600AD11400,42600AD11400,156,EA
O,52027215,,,
I,42600AD13300,42600AD13300,272,EA
O,52027215,,,
I,42600AD15300,42600AD15300,321,EA
O,52027215,,,
I,42600AD17300,42600AD17300,54,EA
O,52027215,,,
I,426700406000,426700406000,152,EA
O,52027215,,,
I,426700407000,426700407000,156,EA
O,52027216,,,
I,4260004C4000,4260004C4000,246,EA
O,52027216,,,
I,4260004C5000,4260004C5000,104,EA
O,52027216,,,
I,426700408000,426700408000,273,EA
O,52027216,,,
I,426700409000,426700409000,320,EA
O,52027216,,,
I,426700410000,426700410000,54,EA
O,52027216,,,
I,426700414000,426700414000,246,EA
O,52027216,,,
I,426700415000,426700415000,104,EA
O,52027222,,,
I,4260004B9000,4260004B9000,154,EA
O,52027222,,,
I,4260004C0000,4260004C0000,130,EA
O,52027222,,,
I,4260004C1000,4260004C1000,148,EA
O,52027222,,,
I,4260004C2000,4260004C2000,147,EA
O,52027222,,,
I,4260004C6000,4260004C6000,57,EA
O,52027222,,,
I,42600AD09300,42600AD09300,128,EA
O,52027222,,,
I,42600AD11400,42600AD11400,178,EA
O,52027222,,,
I,42600AD13300,42600AD13300,264,EA
O,52027222,,,
I,42600AD15300,42600AD15300,296,EA
O,52027222,,,
I,42600AD17300,42600AD17300,62,EA
O,52027222,,,
I,426700406000,426700406000,128,EA
O,52027222,,,
I,426700407000,426700407000,178,EA
O,52027223,,,
I,4260004C4000,4260004C4000,232,EA
O,52027223,,,
I,4260004C5000,4260004C5000,112,EA
O,52027223,,,
I,426700408000,426700408000,265,EA
O,52027223,,,
I,426700409000,426700409000,296,EA
O,52027223,,,
I,426700410000,426700410000,62,EA
O,52027223,,,
I,426700414000,426700414000,232,EA
O,52027223,,,
I,426700415000,426700415000,112,EA
