H,20121105,1130,PT,ASM
O,52030584,,,
I,4260004B9000,4260004B9000,142,EA
O,52030584,,,
I,4260004C0000,4260004C0000,87,EA
O,52030584,,,
I,4260004C1000,4260004C1000,100,EA
O,52030584,,,
I,4260004C2000,4260004C2000,114,EA
O,52030584,,,
I,4260004C4000,4260004C4000,122,EA
O,52030584,,,
I,4260004C5000,4260004C5000,2,EA
O,52030584,,,
I,4260004C6000,4260004C6000,1,EA
O,52030584,,,
I,42600AD09300,42600AD09300,122,EA
O,52030584,,,
I,42600AD11400,42600AD11400,164,EA
O,52030584,,,
I,426700406000,426700406000,122,EA
O,52030584,,,
I,426700414000,426700414000,122,EA
O,52030584,,,
I,426700415000,426700415000,2,EA
O,52030585,,,
I,42600AD13300,42600AD13300,172,EA
O,52030585,,,
I,42600AD15300,42600AD15300,198,EA
O,52030585,,,
I,42600AD17300,42600AD17300,108,EA
O,52030585,,,
I,426700407000,426700407000,164,EA
O,52030585,,,
I,426700408000,426700408000,172,EA
O,52030585,,,
I,426700409000,426700409000,198,EA
O,52030585,,,
I,426700410000,426700410000,108,EA
