H,20140723,1130,PT,ASM
O,52038123,,,
I,4260004B9000,4260004B9000,526,EA
O,52038123,,,
I,4260004C0000,4260004C0000,352,EA
O,52038123,,,
I,4260004C1000,4260004C1000,302,EA
O,52038123,,,
I,4260004C2000,4260004C2000,315,EA
O,52038123,,,
I,4260004C6000,4260004C6000,29,EA
O,52038123,,,
I,42600AD09300,42600AD09300,684,EA
O,52038123,,,
I,42600AD11400,42600AD11400,372,EA
O,52038123,,,
I,42600AD13300,42600AD13300,700,EA
O,52038123,,,
I,42600AD15300,42600AD15300,606,EA
O,52038123,,,
I,426700406000,426700406000,684,EA
O,52038123,,,
I,426700407000,426700407000,372,EA
O,52038123,,,
I,426700408000,426700408000,700,EA
O,52038124,,,
I,4260004C4000,4260004C4000,94,EA
O,52038124,,,
I,4260004C5000,4260004C5000,58,EA
O,52038124,,,
I,42600AD17300,42600AD17300,538,EA
O,52038124,,,
I,426700409000,426700409000,606,EA
O,52038124,,,
I,426700410000,426700410000,538,EA
O,52038124,,,
I,426700414000,426700414000,94,EA
O,52038124,,,
I,426700415000,426700415000,58,EA
