H,20140618,1130,PT,ASM
O,52037531,,,
I,4260004B9000,4260004B9000,540,EA
O,52037531,,,
I,4260004C0000,4260004C0000,325,EA
O,52037531,,,
I,4260004C1000,4260004C1000,282,EA
O,52037531,,,
I,4260004C2000,4260004C2000,329,EA
O,52037531,,,
I,4260004C4000,4260004C4000,174,EA
O,52037531,,,
I,4260004C5000,4260004C5000,32,EA
O,52037531,,,
I,4260004C6000,4260004C6000,16,EA
O,52037531,,,
I,42600AD09300,42600AD09300,654,EA
O,52037531,,,
I,42600AD11400,42600AD11400,428,EA
O,52037531,,,
I,42600AD13300,42600AD13300,650,EA
O,52037531,,,
I,42600AD15300,42600AD15300,560,EA
O,52037531,,,
I,42600AD17300,42600AD17300,486,EA
O,52037532,,,
I,426700406000,426700406000,656,EA
O,52037532,,,
I,426700407000,426700407000,428,EA
O,52037532,,,
I,426700408000,426700408000,651,EA
O,52037532,,,
I,426700409000,426700409000,560,EA
O,52037532,,,
I,426700410000,426700410000,486,EA
O,52037532,,,
I,426700414000,426700414000,174,EA
O,52037532,,,
I,426700415000,426700415000,32,EA
