H,20140324,1130,PT,ASM
O,52036365,,,
I,4260004B9000,4260004B9000,365,EA
O,52036365,,,
I,4260004C0000,4260004C0000,265,EA
O,52036365,,,
I,4260004C1000,4260004C1000,399,EA
O,52036365,,,
I,4260004C2000,4260004C2000,350,EA
O,52036365,,,
I,4260004C4000,4260004C4000,248,EA
O,52036365,,,
I,4260004C5000,4260004C5000,82,EA
O,52036365,,,
I,4260004C6000,4260004C6000,42,EA
O,52036365,,,
I,42600AD09300,42600AD09300,324,EA
O,52036365,,,
I,42600AD11400,42600AD11400,406,EA
O,52036365,,,
I,42600AD13300,42600AD13300,532,EA
O,52036365,,,
I,42600AD15300,42600AD15300,794,EA
O,52036365,,,
I,42600AD17300,42600AD17300,455,EA
O,52036366,,,
I,426700406000,426700406000,324,EA
O,52036366,,,
I,426700407000,426700407000,407,EA
O,52036366,,,
I,426700408000,426700408000,532,EA
O,52036366,,,
I,426700409000,426700409000,794,EA
O,52036366,,,
I,426700410000,426700410000,454,EA
O,52036366,,,
I,426700414000,426700414000,248,EA
O,52036366,,,
I,426700415000,426700415000,82,EA
