H,20120131,1130,PT,ASM
O,52027767,,,
I,4260004B9000,4260004B9000,121,EA
O,52027767,,,
I,4260004C0000,4260004C0000,97,EA
O,52027767,,,
I,4260004C1000,4260004C1000,79,EA
O,52027767,,,
I,4260004C2000,4260004C2000,89,EA
O,52027767,,,
I,4260004C6000,4260004C6000,46,EA
O,52027767,,,
I,42600AD09300,42600AD09300,122,EA
O,52027767,,,
I,42600AD11400,42600AD11400,118,EA
O,52027767,,,
I,42600AD13300,42600AD13300,190,EA
O,52027767,,,
I,42600AD15300,42600AD15300,158,EA
O,52027767,,,
I,42600AD17300,42600AD17300,34,EA
O,52027767,,,
I,426700406000,426700406000,122,EA
O,52027767,,,
I,426700407000,426700407000,118,EA
O,52027768,,,
I,4260004C4000,4260004C4000,146,EA
O,52027768,,,
I,4260004C5000,4260004C5000,96,EA
O,52027768,,,
I,426700408000,426700408000,190,EA
O,52027768,,,
I,426700409000,426700409000,158,EA
O,52027768,,,
I,426700410000,426700410000,34,EA
O,52027768,,,
I,426700414000,426700414000,146,EA
O,52027768,,,
I,426700415000,426700415000,96,EA
