H,20120427,1130,PT,ASM
O,52028631,,,
I,4260004B9000,4260004B9000,346,EA
O,52028631,,,
I,4260004C0000,4260004C0000,234,EA
O,52028631,,,
I,4260004C1000,4260004C1000,254,EA
O,52028631,,,
I,4260004C2000,4260004C2000,262,EA
O,52028631,,,
I,4260004C6000,4260004C6000,71,EA
O,52028631,,,
I,42600AD09300,42600AD09300,241,EA
O,52028631,,,
I,42600AD11400,42600AD11400,452,EA
O,52028631,,,
I,42600AD13300,42600AD13300,470,EA
O,52028631,,,
I,42600AD15300,42600AD15300,506,EA
O,52028631,,,
I,42600AD17300,42600AD17300,424,EA
O,52028631,,,
I,426700406000,426700406000,240,EA
O,52028631,,,
I,426700407000,426700407000,452,EA
O,52028632,,,
I,4260004C4000,4260004C4000,102,EA
O,52028632,,,
I,426700408000,426700408000,470,EA
O,52028632,,,
I,426700409000,426700409000,507,EA
O,52028632,,,
I,426700410000,426700410000,424,EA
O,52028632,,,
I,426700414000,426700414000,102,EA
O,52028632,,,
I,426700415000,426700415000,140,EA
O,52028637,,,
I,4260004B9000,4260004B9000,332,EA
O,52028637,,,
I,4260004C0000,4260004C0000,247,EA
O,52028637,,,
I,4260004C1000,4260004C1000,256,EA
O,52028637,,,
I,4260004C2000,4260004C2000,244,EA
O,52028637,,,
I,42600AD09300,42600AD09300,206,EA
O,52028637,,,
I,42600AD11400,42600AD11400,454,EA
O,52028637,,,
I,42600AD13300,42600AD13300,495,EA
O,52028637,,,
I,42600AD15300,42600AD15300,516,EA
O,52028637,,,
I,42600AD17300,42600AD17300,348,EA
O,52028637,,,
I,426700406000,426700406000,206,EA
O,52028637,,,
I,426700407000,426700407000,454,EA
O,52028637,,,
I,426700408000,426700408000,494,EA
O,52028638,,,
I,4260004C4000,4260004C4000,138,EA
O,52028638,,,
I,4260004C5000,4260004C5000,132,EA
O,52028638,,,
I,4260004C6000,4260004C6000,65,EA
O,52028638,,,
I,426700409000,426700409000,516,EA
O,52028638,,,
I,426700410000,426700410000,348,EA
O,52028638,,,
I,426700414000,426700414000,138,EA
O,52028638,,,
I,426700415000,426700415000,134,EA
O,52028644,,,
I,4260004C5000,4260004C5000,140,EA
