H,20130826,1130,PT,ASM
O,52034002,,,
I,4260004B9000,4260004B9000,504,EA
O,52034002,,,
I,4260004C0000,4260004C0000,232,EA
O,52034002,,,
I,4260004C1000,4260004C1000,215,EA
O,52034002,,,
I,4260004C2000,4260004C2000,379,EA
O,52034002,,,
I,4260004C4000,4260004C4000,140,EA
O,52034002,,,
I,4260004C5000,4260004C5000,124,EA
O,52034002,,,
I,4260004C6000,4260004C6000,62,EA
O,52034002,,,
I,42600AD09300,42600AD09300,600,EA
O,52034002,,,
I,42600AD11400,42600AD11400,414,EA
O,52034002,,,
I,426700406000,426700406000,600,EA
O,52034002,,,
I,426700414000,426700414000,140,EA
O,52034002,,,
I,426700415000,426700415000,124,EA
O,52034003,,,
I,42600AD13300,42600AD13300,448,EA
O,52034003,,,
I,42600AD15300,42600AD15300,430,EA
O,52034003,,,
I,42600AD17300,42600AD17300,613,EA
O,52034003,,,
I,426700407000,426700407000,414,EA
O,52034003,,,
I,426700408000,426700408000,448,EA
O,52034003,,,
I,426700409000,426700409000,430,EA
O,52034003,,,
I,426700410000,426700410000,612,EA
