H,20141007,1130,PT,ASM
O,52039224,,,
I,4260004B9000,4260004B9000,215,EA
O,52039224,,,
I,4260004C0000,4260004C0000,264,EA
O,52039224,,,
I,4260004C1000,4260004C1000,223,EA
O,52039224,,,
I,4260004C2000,4260004C2000,119,EA
O,52039224,,,
I,4260004C4000,4260004C4000,154,EA
O,52039224,,,
I,4260004C5000,4260004C5000,52,EA
O,52039224,,,
I,4260004C6000,4260004C6000,27,EA
O,52039224,,,
I,42600AD09300,42600AD09300,176,EA
O,52039224,,,
I,42600AD11400,42600AD11400,256,EA
O,52039224,,,
I,426700406000,426700406000,176,EA
O,52039224,,,
I,426700414000,426700414000,154,EA
O,52039224,,,
I,426700415000,426700415000,52,EA
O,52039225,,,
I,42600AD13300,42600AD13300,526,EA
O,52039225,,,
I,42600AD15300,42600AD15300,448,EA
O,52039225,,,
I,42600AD17300,42600AD17300,84,EA
O,52039225,,,
I,426700407000,426700407000,256,EA
O,52039225,,,
I,426700408000,426700408000,526,EA
O,52039225,,,
I,426700409000,426700409000,448,EA
O,52039225,,,
I,426700410000,426700410000,84,EA
