H,20120323,1130,PT,ASM
O,52028315,,,
I,4260004B9000,4260004B9000,416,EA
O,52028315,,,
I,4260004C0000,4260004C0000,295,EA
O,52028315,,,
I,4260004C1000,4260004C1000,175,EA
O,52028315,,,
I,4260004C2000,4260004C2000,216,EA
O,52028315,,,
I,4260004C6000,4260004C6000,46,EA
O,52028315,,,
I,42600AD09300,42600AD09300,444,EA
O,52028315,,,
I,42600AD11400,42600AD11400,384,EA
O,52028315,,,
I,42600AD13300,42600AD13300,592,EA
O,52028315,,,
I,42600AD15300,42600AD15300,350,EA
O,52028315,,,
I,42600AD17300,42600AD17300,200,EA
O,52028315,,,
I,426700406000,426700406000,445,EA
O,52028315,,,
I,426700407000,426700407000,384,EA
O,52028316,,,
I,4260004C4000,4260004C4000,230,EA
O,52028316,,,
I,4260004C5000,4260004C5000,96,EA
O,52028316,,,
I,426700408000,426700408000,592,EA
O,52028316,,,
I,426700409000,426700409000,350,EA
O,52028316,,,
I,426700410000,426700410000,200,EA
O,52028316,,,
I,426700414000,426700414000,230,EA
O,52028316,,,
I,426700415000,426700415000,96,EA
O,52028319,,,
I,4260004B9000,4260004B9000,467,EA
O,52028319,,,
I,4260004C0000,4260004C0000,326,EA
O,52028319,,,
I,4260004C1000,4260004C1000,136,EA
O,52028319,,,
I,4260004C2000,4260004C2000,169,EA
O,52028319,,,
I,4260004C6000,4260004C6000,70,EA
O,52028319,,,
I,42600AD09300,42600AD09300,424,EA
O,52028319,,,
I,42600AD11400,42600AD11400,515,EA
O,52028319,,,
I,42600AD13300,42600AD13300,650,EA
O,52028319,,,
I,42600AD15300,42600AD15300,272,EA
O,52028319,,,
I,42600AD17300,42600AD17300,205,EA
O,52028319,,,
I,426700406000,426700406000,424,EA
O,52028319,,,
I,426700407000,426700407000,516,EA
O,52028320,,,
I,4260004C4000,4260004C4000,136,EA
O,52028320,,,
I,4260004C5000,4260004C5000,136,EA
O,52028320,,,
I,426700408000,426700408000,650,EA
O,52028320,,,
I,426700409000,426700409000,272,EA
O,52028320,,,
I,426700410000,426700410000,204,EA
O,52028320,,,
I,426700414000,426700414000,136,EA
O,52028320,,,
I,426700415000,426700415000,137,EA
