H,20130930,1130,PT,ASM
O,52034394,,,
I,4260004B9000,4260004B9000,519,EA
O,52034394,,,
I,4260004C0000,4260004C0000,244,EA
O,52034394,,,
I,4260004C1000,4260004C1000,274,EA
O,52034394,,,
I,4260004C2000,4260004C2000,270,EA
O,52034394,,,
I,4260004C4000,4260004C4000,344,EA
O,52034394,,,
I,4260004C5000,4260004C5000,98,EA
O,52034394,,,
I,4260004C6000,4260004C6000,49,EA
O,52034394,,,
I,42600AD09300,42600AD09300,662,EA
O,52034394,,,
I,42600AD11400,42600AD11400,376,EA
O,52034394,,,
I,426700406000,426700406000,662,EA
O,52034394,,,
I,426700414000,426700414000,344,EA
O,52034394,,,
I,426700415000,426700415000,98,EA
O,52034395,,,
I,42600AD13300,42600AD13300,494,EA
O,52034395,,,
I,42600AD15300,42600AD15300,544,EA
O,52034395,,,
I,42600AD17300,42600AD17300,196,EA
O,52034395,,,
I,426700407000,426700407000,377,EA
O,52034395,,,
I,426700408000,426700408000,492,EA
O,52034395,,,
I,426700409000,426700409000,544,EA
O,52034395,,,
I,426700410000,426700410000,196,EA
O,52034400,,,
I,426700406000,426700406000,164,EA
O,52034400,,,
I,426700407000,426700407000,108,EA
O,52034400,,,
I,426700408000,426700408000,132,EA
O,52034400,,,
I,426700409000,426700409000,148,EA
O,52034400,,,
I,426700410000,426700410000,50,EA
O,52034400,,,
I,426700414000,426700414000,104,EA
O,52034400,,,
I,426700415000,426700415000,30,EA
O,52034439,,,
I,4260004B9000,4260004B9000,135,EA
O,52034439,,,
I,4260004C0000,4260004C0000,67,EA
O,52034439,,,
I,4260004C1000,4260004C1000,72,EA
O,52034439,,,
I,4260004C2000,4260004C2000,79,EA
O,52034439,,,
I,4260004C4000,4260004C4000,104,EA
O,52034439,,,
I,4260004C5000,4260004C5000,30,EA
O,52034439,,,
I,4260004C6000,4260004C6000,15,EA
O,52034439,,,
I,42600AD09300,42600AD09300,164,EA
O,52034439,,,
I,42600AD11400,42600AD11400,108,EA
O,52034439,,,
I,42600AD13300,42600AD13300,132,EA
O,52034439,,,
I,42600AD15300,42600AD15300,148,EA
O,52034439,,,
I,42600AD17300,42600AD17300,50,EA
