H,20130430,1130,PT,ASM
O,52032486,,,
I,4260004B9000,4260004B9000,112,EA
O,52032486,,,
I,4260004C0000,4260004C0000,113,EA
O,52032486,,,
I,4260004C1000,4260004C1000,95,EA
O,52032486,,,
I,4260004C2000,4260004C2000,131,EA
O,52032486,,,
I,4260004C4000,4260004C4000,90,EA
O,52032486,,,
I,4260004C5000,4260004C5000,44,EA
O,52032486,,,
I,4260004C6000,4260004C6000,21,EA
O,52032486,,,
I,42600AD09300,42600AD09300,110,EA
O,52032486,,,
I,42600AD11400,42600AD11400,118,EA
O,52032486,,,
I,426700406000,426700406000,110,EA
O,52032486,,,
I,426700414000,426700414000,90,EA
O,52032486,,,
I,426700415000,426700415000,44,EA
O,52032487,,,
I,42600AD13300,42600AD13300,206,EA
O,52032487,,,
I,42600AD15300,42600AD15300,184,EA
O,52032487,,,
I,42600AD17300,42600AD17300,172,EA
O,52032487,,,
I,426700407000,426700407000,118,EA
O,52032487,,,
I,426700408000,426700408000,206,EA
O,52032487,,,
I,426700409000,426700409000,187,EA
O,52032487,,,
I,426700410000,426700410000,172,EA
