H,20110531,1130,PT,ASM
O,52024540,,,
I,4260004B9000,4260004B9000,133,EA
O,52024540,,,
I,4260004C0000,4260004C0000,88,EA
O,52024540,,,
I,4260004C1000,4260004C1000,86,EA
O,52024540,,,
I,4260004C2000,4260004C2000,85,EA
O,52024540,,,
I,42600AD09300,42600AD09300,84,EA
O,52024540,,,
I,42600AD11400,42600AD11400,180,EA
O,52024540,,,
I,42600AD13300,42600AD13300,174,EA
O,52024540,,,
I,42600AD15300,42600AD15300,174,EA
O,52024540,,,
I,42600AD17300,42600AD17300,134,EA
O,52024540,,,
I,426700406000,426700406000,84,EA
O,52024540,,,
I,426700407000,426700407000,180,EA
O,52024540,,,
I,426700408000,426700408000,174,EA
O,52024541,,,
I,4260004C4000,4260004C4000,38,EA
O,52024541,,,
I,426700409000,426700409000,174,EA
O,52024541,,,
I,426700410000,426700410000,134,EA
O,52024541,,,
I,426700414000,426700414000,38,EA
O,52024545,,,
I,4260004B9000,4260004B9000,118,EA
O,52024545,,,
I,4260004C0000,4260004C0000,77,EA
O,52024545,,,
I,4260004C1000,4260004C1000,123,EA
O,52024545,,,
I,4260004C2000,4260004C2000,58,EA
O,52024545,,,
I,42600AD09300,42600AD09300,90,EA
O,52024545,,,
I,42600AD11400,42600AD11400,150,EA
O,52024545,,,
I,42600AD13300,42600AD13300,154,EA
O,52024545,,,
I,42600AD15300,42600AD15300,248,EA
O,52024545,,,
I,42600AD17300,42600AD17300,58,EA
O,52024545,,,
I,426700406000,426700406000,90,EA
O,52024545,,,
I,426700407000,426700407000,150,EA
O,52024545,,,
I,426700408000,426700408000,154,EA
O,52024546,,,
I,4260004C4000,4260004C4000,52,EA
O,52024546,,,
I,426700409000,426700409000,249,EA
O,52024546,,,
I,426700410000,426700410000,58,EA
O,52024546,,,
I,426700414000,426700414000,52,EA
