H,20120723,1130,PT,ASM
O,52029239,,,
I,4260004B9000,4260004B9000,353,EA
O,52029239,,,
I,4260004C0000,4260004C0000,201,EA
O,52029239,,,
I,4260004C1000,4260004C1000,353,EA
O,52029239,,,
I,4260004C2000,4260004C2000,193,EA
O,52029239,,,
I,4260004C6000,4260004C6000,28,EA
O,52029239,,,
I,42600AD09300,42600AD09300,384,EA
O,52029239,,,
I,42600AD11400,42600AD11400,328,EA
O,52029239,,,
I,42600AD13300,42600AD13300,402,EA
O,52029239,,,
I,42600AD15300,42600AD15300,700,EA
O,52029239,,,
I,426700406000,426700406000,384,EA
O,52029239,,,
I,426700407000,426700407000,328,EA
O,52029239,,,
I,426700408000,426700408000,402,EA
O,52029240,,,
I,4260004C4000,4260004C4000,204,EA
O,52029240,,,
I,4260004C5000,4260004C5000,56,EA
O,52029240,,,
I,42600AD17300,42600AD17300,186,EA
O,52029240,,,
I,426700409000,426700409000,700,EA
O,52029240,,,
I,426700410000,426700410000,186,EA
O,52029240,,,
I,426700414000,426700414000,204,EA
O,52029240,,,
I,426700415000,426700415000,56,EA
